workshop_id|bucket|asset_type|title|source_path|status|notes|validation_issues
05|Additional_Resources|pdf|16. What is ATM Skimming|Parts/Teaching Materials/Workshop 5/Resources/16. What is ATM Skimming.pdf|ok||
05|Additional_Resources|docx|2. Debit Card Safety Online|Parts/Teaching Materials/Workshop 5/Resources/2. Debit Card Safety Online.docx|ok||
05|Additional_Resources|pdf|2. Debit Card Safety Online|Parts/Teaching Materials/Workshop 5/Resources/2. Debit Card Safety Online.pdf|ok||
05|Additional_Resources|pdf|3. Best Online Banks|Parts/Teaching Materials/Workshop 5/Resources/3. Best Online Banks.pdf|ok||
05|Additional_Resources|docx|4. Alternatives to Traditional Banks|Parts/Teaching Materials/Workshop 5/Resources/4. Alternatives to Traditional Banks.docx|ok||
05|Additional_Resources|pdf|4. Alternatives to Traditional Banks|Parts/Teaching Materials/Workshop 5/Resources/4. Alternatives to Traditional Banks.pdf|ok||
05|Additional_Resources|docx|5. Pros and Cons of Internet Banks|Parts/Teaching Materials/Workshop 5/Resources/5. Pros and Cons of Internet Banks.docx|ok||
05|Additional_Resources|pdf|5. Pros and Cons of Internet Banks|Parts/Teaching Materials/Workshop 5/Resources/5. Pros and Cons of Internet Banks.pdf|ok||
05|Additional_Resources|pdf|6. What are Credit Unions|Parts/Teaching Materials/Workshop 5/Resources/6. What are Credit Unions.pdf|ok||
05|Additional_Resources|docx|7. Online Banking Definition, Pros and Cons|Parts/Teaching Materials/Workshop 5/Resources/7. Online Banking Definition, Pros and Cons.docx|ok||
05|Additional_Resources|pdf|7. Online Banking Definition, Pros and Cons|Parts/Teaching Materials/Workshop 5/Resources/7. Online Banking Definition, Pros and Cons.pdf|ok||
05|Additional_Resources|docx|8. Things to Consider When Choosing an Online Bank|Parts/Teaching Materials/Workshop 5/Resources/8. Things to Consider When Choosing an Online Bank.docx|ok||
05|Additional_Resources|pdf|8. Things to Consider When Choosing an Online Bank|Parts/Teaching Materials/Workshop 5/Resources/8. Things to Consider When Choosing an Online Bank.pdf|ok||
05|Additional_Resources|pdf|9. List of Virtual Banks and Their Benefits|Parts/Teaching Materials/Workshop 5/Resources/9. List of Virtual Banks and Their Benefits.pdf|ok||
05|Additional_Resources|docx|ATM Safety Scenarios|Parts/Teaching Materials/Workshop 5/Resources/ATM Safety Scenarios.docx|ok||
05|Additional_Resources|pdf|ATM Safety Scenarios|Parts/Teaching Materials/Workshop 5/Resources/ATM Safety Scenarios.pdf|ok||
05|Additional_Resources|pdf|Internet.Banking.Safety.Tips|Parts/Teaching Materials/Workshop 5/Resources/Internet.Banking.Safety.Tips.pdf|ok||
05|Additional_Resources|pdf|Safe Virtual Banking|Parts/Teaching Materials/Workshop 5/Resources/Safe Virtual Banking.pdf|ok||
05|Additional_Resources|pdf|Workshop 5 Additional Resources|Parts/Teaching Materials/Workshop 5/Resources/Workshop 5 Additional Resources.pdf|ok||
06|Handouts|pdf|1. How Does Credit Work|Parts/Teaching Materials/Workshop 6/Handouts/1. How Does Credit Work.pdf|ok||
06|Handouts|pdf|2. Debunking Smart Credit Myths|Parts/Teaching Materials/Workshop 6/Handouts/2. Debunking Smart Credit Myths.pdf|ok||
06|Handouts|pdf|3. How To Improve Your Credit Score|Parts/Teaching Materials/Workshop 6/Handouts/3. How To Improve Your Credit Score.pdf|ok||
06|Handouts|pdf|4. Definition and Examples of Predatory Lending|Parts/Teaching Materials/Workshop 6/Handouts/4. Definition and Examples of Predatory Lending.pdf|ok||
06|Handouts|pdf|Avoiding.Dangerous.Loans|Parts/Teaching Materials/Workshop 6/Handouts/Avoiding.Dangerous.Loans.pdf|ok||
06|Handouts|pdf|Credit Card FAQs|Parts/Teaching Materials/Workshop 6/Handouts/Credit Card FAQs.pdf|ok||
06|Handouts|docx|Credit Card Fact or Fiction Game|Parts/Teaching Materials/Workshop 6/Handouts/Credit Card Fact or Fiction Game.docx|ok||
06|Handouts|pdf|How.to.Spot.Predatory.Lending|Parts/Teaching Materials/Workshop 6/Handouts/How.to.Spot.Predatory.Lending.pdf|ok||
06|Core_Resources|pptx|Money Basics PPT Workshop 6|Parts/Teaching Materials/Workshop 6/Money Basics PPT Workshop 6.pptx|ok||
06|Additional_Resources|docx|1. How Credit Scores Work|Parts/Teaching Materials/Workshop 6/Resources/1. How Credit Scores Work.docx|ok||
06|Additional_Resources|pdf|1. How Credit Scores Work|Parts/Teaching Materials/Workshop 6/Resources/1. How Credit Scores Work.pdf|ok||
06|Additional_Resources|pdf|10. Student Loan Settlements|Parts/Teaching Materials/Workshop 6/Resources/10. Student Loan Settlements.pdf|ok||
06|Additional_Resources|pdf|11 How to Get a Good Deal on your First Car Loan|Parts/Teaching Materials/Workshop 6/Resources/11 How to Get a Good Deal on your First Car Loan.pdf|ok||
06|Additional_Resources|pdf|12. What To Know About Payday and Car Title Loans|Parts/Teaching Materials/Workshop 6/Resources/12. What To Know About Payday and Car Title Loans.pdf|ok||
06|Additional_Resources|pdf|13. Predatory Lending Practices|Parts/Teaching Materials/Workshop 6/Resources/13. Predatory Lending Practices.pdf|ok||
06|Additional_Resources|pdf|14. What Is Predatory Mortgage Lending|Parts/Teaching Materials/Workshop 6/Resources/14. What Is Predatory Mortgage Lending.pdf|ok||
06|Additional_Resources|pdf|15. How to Ask for a Lower Credit Card Interest Rate|Parts/Teaching Materials/Workshop 6/Resources/15. How to Ask for a Lower Credit Card Interest Rate.pdf|ok||
06|Additional_Resources|docx|16. How to Get the Best Car Loan|Parts/Teaching Materials/Workshop 6/Resources/16. How to Get the Best Car Loan.docx|ok||
06|Additional_Resources|pdf|16. How to Get the Best Car Loan|Parts/Teaching Materials/Workshop 6/Resources/16. How to Get the Best Car Loan.pdf|ok||
06|Additional_Resources|pdf|17. Interest Rates and Student Loans|Parts/Teaching Materials/Workshop 6/Resources/17. Interest Rates and Student Loans.pdf|ok||
06|Additional_Resources|docx|18. Why Payday Loans Can Be Costly|Parts/Teaching Materials/Workshop 6/Resources/18. Why Payday Loans Can Be Costly.docx|ok||
06|Additional_Resources|pdf|18. Why Payday Loans Can Be Costly|Parts/Teaching Materials/Workshop 6/Resources/18. Why Payday Loans Can Be Costly.pdf|ok||
06|Additional_Resources|pdf|19. Predatory Lending and Mortgages|Parts/Teaching Materials/Workshop 6/Resources/19. Predatory Lending and Mortgages.pdf|ok||
06|Additional_Resources|docx|2. How to Choose a Credit Card|Parts/Teaching Materials/Workshop 6/Resources/2. How to Choose a Credit Card.docx|ok||
06|Additional_Resources|pdf|2. How to Choose a Credit Card|Parts/Teaching Materials/Workshop 6/Resources/2. How to Choose a Credit Card.pdf|ok||
06|Additional_Resources|pdf|3. Little Known Facts About Your Credit Card|Parts/Teaching Materials/Workshop 6/Resources/3. Little-Known Facts About Your Credit Card.pdf|ok||
06|Additional_Resources|docx|4. How to Raise a Low Credit Score|Parts/Teaching Materials/Workshop 6/Resources/4. How to Raise a Low Credit Score.docx|ok||
06|Additional_Resources|pdf|4. How to Raise a Low Credit Score|Parts/Teaching Materials/Workshop 6/Resources/4. How to Raise a Low Credit Score.pdf|ok||
06|Additional_Resources|pdf|5. Best Credit Cards for Rebuilding Bad Credit|Parts/Teaching Materials/Workshop 6/Resources/5. Best Credit Cards for Rebuilding Bad Credit.pdf|ok||
06|Additional_Resources|docx|6. What You Should Know About Credit Card Interest Rates|Parts/Teaching Materials/Workshop 6/Resources/6. What You Should Know About Credit Card Interest Rates.docx|ok||
06|Additional_Resources|pdf|6. What You Should Know About Credit Card Interest Rates|Parts/Teaching Materials/Workshop 6/Resources/6. What You Should Know About Credit Card Interest Rates.pdf|ok||
06|Additional_Resources|pdf|7. Spotting Credit Repair Scams|Parts/Teaching Materials/Workshop 6/Resources/7. Spotting Credit Repair Scams.pdf|ok||
06|Additional_Resources|docx|8. How to Get Preapproved for a Loan|Parts/Teaching Materials/Workshop 6/Resources/8. How to Get Preapproved for a Loan.docx|ok||
06|Additional_Resources|pdf|8. How to Get Preapproved for a Loan|Parts/Teaching Materials/Workshop 6/Resources/8. How to Get Preapproved for a Loan.pdf|ok||
06|Additional_Resources|pdf|9. Credit Unions and Car Loans|Parts/Teaching Materials/Workshop 6/Resources/9. Credit Unions and Car Loans.pdf|ok||
06|Additional_Resources|pdf|Building.a.Better.Credit.Report|Parts/Teaching Materials/Workshop 6/Resources/Building.a.Better.Credit.Report.pdf|ok||
06|Additional_Resources|pdf|Difference.Between.Fixed.and.Variable.Interest.Rates|Parts/Teaching Materials/Workshop 6/Resources/Difference.Between.Fixed.and.Variable.Interest.Rates.pdf|ok||
06|Additional_Resources|pdf|How.Credit.Cards.Work.Discover|Parts/Teaching Materials/Workshop 6/Resources/How.Credit.Cards.Work.Discover.pdf|ok||
06|Additional_Resources|pdf|Predatory Lending Payday Loans.pdf |Parts/Teaching Materials/Workshop 6/Resources/Predatory Lending- Payday Loans.pdf .pdf|ok||
06|Additional_Resources|pdf|Reading.Your.Credit.Card.Bill|Parts/Teaching Materials/Workshop 6/Resources/Reading.Your.Credit.Card.Bill.pdf|ok||
06|Additional_Resources|pdf|Understanding.Loan.Interest|Parts/Teaching Materials/Workshop 6/Resources/Understanding.Loan.Interest.pdf|ok||
06|Additional_Resources|docx|Workshop 6 Additional Resources|Parts/Teaching Materials/Workshop 6/Resources/Workshop 6 Additional Resources.docx|ok||
06|Additional_Resources|pdf|Workshop 6 Additional Resources|Parts/Teaching Materials/Workshop 6/Resources/Workshop 6 Additional Resources.pdf|ok||
07|Handouts|pdf|1. Debt and Mental Health|Parts/Teaching Materials/Workshop 7/Handouts/1. Debt and Mental Health.pdf|ok||
07|Handouts|pdf|2. How to Cope with Debt|Parts/Teaching Materials/Workshop 7/Handouts/2. How to Cope with Debt.pdf|ok||
07|Handouts|pdf|3. Debt Collection FAQs|Parts/Teaching Materials/Workshop 7/Handouts/3. Debt Collection FAQs.pdf|ok||
07|Handouts|docx|4. How to Create a Debt Elimination Plan|Parts/Teaching Materials/Workshop 7/Handouts/4. How to Create a Debt Elimination Plan.docx|ok||
07|Handouts|pdf|4. How to Create a Debt Elimination Plan|Parts/Teaching Materials/Workshop 7/Handouts/4. How to Create a Debt Elimination Plan.pdf|ok||
07|Handouts|docx|Workshop 7 Worksheets|Parts/Teaching Materials/Workshop 7/Handouts/Workshop 7 Worksheets.docx|ok||
07|Handouts|pdf|Workshop 7 Worksheets|Parts/Teaching Materials/Workshop 7/Handouts/Workshop 7 Worksheets.pdf|ok||
07|Core_Resources|pptx|Money Basics PPT Workshop 7|Parts/Teaching Materials/Workshop 7/Money Basics PPT Workshop 7.pptx|ok||
07|Additional_Resources|pdf|1. The Emotional Effects of Debt|Parts/Teaching Materials/Workshop 7/Resources/1. The Emotional Effects of Debt.pdf|ok||
07|Additional_Resources|docx|2. How Debt Affects Your Health|Parts/Teaching Materials/Workshop 7/Resources/2. How Debt Affects Your Health.docx|ok||
07|Additional_Resources|pdf|2. How Debt Affects Your Health|Parts/Teaching Materials/Workshop 7/Resources/2. How Debt Affects Your Health.pdf|ok||
07|Additional_Resources|pdf|3. The Effect of Debt Problems on People s Health|Parts/Teaching Materials/Workshop 7/Resources/3. The Effect of Debt Problems on People_s Health.pdf|ok||
07|Additional_Resources|pdf|4. Deciding Between Debt Relief or Bankruptcy|Parts/Teaching Materials/Workshop 7/Resources/4. Deciding Between Debt Relief or Bankruptcy.pdf|ok||
07|Additional_Resources|pdf|5. Filing for Bankrupcty Without an Attorney|Parts/Teaching Materials/Workshop 7/Resources/5. Filing for Bankrupcty Without an Attorney.pdf|ok||
07|Additional_Resources|pdf|6. How Bankrupcty Can Affect Your Mental Health|Parts/Teaching Materials/Workshop 7/Resources/6. How Bankrupcty Can Affect Your Mental Health.pdf|ok||
07|Additional_Resources|pdf|7. Understanding Bankruptcy|Parts/Teaching Materials/Workshop 7/Resources/7. Understanding Bankruptcy.pdf|ok||
07|Additional_Resources|docx|8. 73 Tips for Eliminating Debt|Parts/Teaching Materials/Workshop 7/Resources/8. 73 Tips for Eliminating Debt.docx|ok||
07|Additional_Resources|pdf|8. 73 Tips for Eliminating Debt|Parts/Teaching Materials/Workshop 7/Resources/8. 73 Tips for Eliminating Debt.pdf|ok||
07|Additional_Resources|docx|9. 5 Ways to Get out of Debt|Parts/Teaching Materials/Workshop 7/Resources/9. 5 Ways to Get out of Debt.docx|ok||
07|Additional_Resources|pdf|9. 5 Ways to Get out of Debt|Parts/Teaching Materials/Workshop 7/Resources/9. 5 Ways to Get out of Debt.pdf|ok||
07|Additional_Resources|docx|Workshop 7 Additional Resources|Parts/Teaching Materials/Workshop 7/Resources/Workshop 7 Additional Resources.docx|ok||
07|Additional_Resources|pdf|Workshop 7 Additional Resources|Parts/Teaching Materials/Workshop 7/Resources/Workshop 7 Additional Resources.pdf|ok||
08|Handouts|pdf|1. The 2 Way Connnection Between Poverty and Mental Health Issues|Parts/Teaching Materials/Workshop 8/Handouts/1. The 2 Way Connnection Between Poverty and Mental Health Issues.pdf|ok||
08|Handouts|docx|2. Tips for Talking With Your Partner About Finances|Parts/Teaching Materials/Workshop 8/Handouts/2. Tips for Talking With Your Partner About Finances.docx|ok||
08|Handouts|pdf|2. Tips for Talking With Your Partner About Finances|Parts/Teaching Materials/Workshop 8/Handouts/2. Tips for Talking With Your Partner About Finances.pdf|ok||
08|Handouts|pdf|3. Steps to Healthy Finances in Your Relationship|Parts/Teaching Materials/Workshop 8/Handouts/3. Steps to Healthy Finances in Your Relationship.pdf|ok||
08|Handouts|pdf|4. Understanding Representative Payees|Parts/Teaching Materials/Workshop 8/Handouts/4. Understanding Representative Payees.pdf|ok||
08|Handouts|pdf|5. When a Representative Payee Manages Your Money|Parts/Teaching Materials/Workshop 8/Handouts/5. When a Representative Payee Manages Your Money.pdf|ok||
08|Handouts|docx|6. Understanding Financial Abuse & Safety Planning|Parts/Teaching Materials/Workshop 8/Handouts/6. Understanding Financial Abuse & Safety Planning.docx|ok||
08|Handouts|pdf|6. Understanding Financial Abuse & Safety Planning|Parts/Teaching Materials/Workshop 8/Handouts/6. Understanding Financial Abuse & Safety Planning.pdf|ok||
08|Handouts|pdf|7. Information and Services for Survivors|Parts/Teaching Materials/Workshop 8/Handouts/7. Information and Services for Survivors.pdf|ok||
08|Handouts|pdf|FAQ.Representative.Payees|Parts/Teaching Materials/Workshop 8/Handouts/FAQ.Representative.Payees.pdf|ok||
08|Handouts|pdf|Financial Abuse FAQs|Parts/Teaching Materials/Workshop 8/Handouts/Financial Abuse FAQs.pdf|ok||
08|Handouts|pdf|Financial Abuse Fact Sheet|Parts/Teaching Materials/Workshop 8/Handouts/Financial Abuse Fact Sheet.pdf|ok||
08|Handouts|docx|Workshop 8 Worksheets|Parts/Teaching Materials/Workshop 8/Handouts/Workshop 8 Worksheets.docx|ok||
08|Handouts|pdf|Workshop 8 Worksheets|Parts/Teaching Materials/Workshop 8/Handouts/Workshop 8 Worksheets.pdf|ok||
08|Core_Resources|pptx|Money Basics PPT Workshop 8|Parts/Teaching Materials/Workshop 8/Money Basics PPT Workshop 8.pptx|ok||
08|Additional_Resources|pdf|1. Mental Health and Money|Parts/Teaching Materials/Workshop 8/Resources/1. Mental Health and Money.pdf|ok||
08|Additional_Resources|pdf|10. Poverty and Poor Health Worldwide|Parts/Teaching Materials/Workshop 8/Resources/10. Poverty and Poor Health Worldwide.pdf|ok||
08|Additional_Resources|docx|11. How to Talk to Your Partner About Money|Parts/Teaching Materials/Workshop 8/Resources/11. How to Talk to Your Partner About Money.docx|ok||
08|Additional_Resources|pdf|11. How to Talk to Your Partner About Money|Parts/Teaching Materials/Workshop 8/Resources/11. How to Talk to Your Partner About Money.pdf|ok||
08|Additional_Resources|pdf|12. Money Problems and Relationship Problems|Parts/Teaching Materials/Workshop 8/Resources/12. Money Problems and Relationship Problems.pdf|ok||
08|Additional_Resources|pdf|13. How to Prevent Arguments About Money|Parts/Teaching Materials/Workshop 8/Resources/13. How to Prevent Arguments About Money.pdf|ok||
08|Additional_Resources|pdf|14. How to Talk to Your Spouse About Money|Parts/Teaching Materials/Workshop 8/Resources/14. How to Talk to Your Spouse About Money.pdf|ok||
08|Additional_Resources|pdf|15. Common Financially Abusive Behaviors|Parts/Teaching Materials/Workshop 8/Resources/15. Common Financially Abusive Behaviors.pdf|ok||
08|Additional_Resources|docx|16. How to Spot Financial Abuse of an Elder|Parts/Teaching Materials/Workshop 8/Resources/16. How to Spot Financial Abuse of an Elder.docx|ok||
08|Additional_Resources|pdf|16. How to Spot Financial Abuse of an Elder|Parts/Teaching Materials/Workshop 8/Resources/16. How to Spot Financial Abuse of an Elder.pdf|ok||
08|Additional_Resources|pdf|18. Tackling social inequalities to reduce mental health problems|Parts/Teaching Materials/Workshop 8/Resources/18. Tackling social inequalities to reduce mental health problems.pdf|ok||
08|Additional_Resources|pdf|2. Poverty, Social Inequality and Mental Health|Parts/Teaching Materials/Workshop 8/Resources/2. Poverty, Social Inequality and Mental Health.pdf|ok||
08|Additional_Resources|pdf|3. Recovering Your Finances After Rehab|Parts/Teaching Materials/Workshop 8/Resources/3. Recovering Your Finances After Rehab.pdf|ok||
08|Additional_Resources|pdf|4. The Poverty Mindset|Parts/Teaching Materials/Workshop 8/Resources/4. The Poverty Mindset.pdf|ok||
08|Additional_Resources|pdf|5. FAQs on Problem Gambling|Parts/Teaching Materials/Workshop 8/Resources/5. FAQs on Problem Gambling.pdf|ok||
08|Additional_Resources|pdf|6. Resources for Problem Gambling|Parts/Teaching Materials/Workshop 8/Resources/6. Resources for Problem Gambling.pdf|ok||
08|Additional_Resources|docx|7. Income Inequality and Health Care|Parts/Teaching Materials/Workshop 8/Resources/7. Income Inequality and Health Care.docx|ok||
08|Additional_Resources|pdf|7. Income Inequality and Health Care|Parts/Teaching Materials/Workshop 8/Resources/7. Income Inequality and Health Care.pdf|ok||
08|Additional_Resources|docx|8. How to Avoid the Health Risks that Come from Financial Stress|Parts/Teaching Materials/Workshop 8/Resources/8. How to Avoid the Health Risks that Come from Financial Stress.docx|ok||
08|Additional_Resources|pdf|8. How to Avoid the Health Risks that Come from Financial Stress|Parts/Teaching Materials/Workshop 8/Resources/8. How to Avoid the Health Risks that Come from Financial Stress.pdf|ok||
08|Additional_Resources|pdf|9. Poverty s Effect on Children s Health|Parts/Teaching Materials/Workshop 8/Resources/9. Poverty_s Effect on Children_s Health.pdf|ok||
08|Additional_Resources|pdf|Effects of Childhood Poverty|Parts/Teaching Materials/Workshop 8/Resources/Effects of Childhood Poverty.pdf|ok||
08|Additional_Resources|pdf|Financial Abuse and Rebuilding your Finances|Parts/Teaching Materials/Workshop 8/Resources/Financial Abuse and Rebuilding your Finances.pdf|ok||
08|Additional_Resources|pdf|Money.Smart.for.Older.Adults.Prevent.Financial.Exploitation|Parts/Teaching Materials/Workshop 8/Resources/Money.Smart.for.Older.Adults.Prevent.Financial.Exploitation.pdf|ok||
08|Additional_Resources|pdf|Poverty and Health|Parts/Teaching Materials/Workshop 8/Resources/Poverty and Health.pdf|ok||
08|Additional_Resources|pdf|Statistics on Mental Illness and Poverty|Parts/Teaching Materials/Workshop 8/Resources/Statistics on Mental Illness and Poverty.pdf|ok||
08|Additional_Resources|docx|Workshop 8 Additional Resources|Parts/Teaching Materials/Workshop 8/Resources/Workshop 8 Additional Resources.docx|ok||
08|Additional_Resources|pdf|Workshop 8 Additional Resources|Parts/Teaching Materials/Workshop 8/Resources/Workshop 8 Additional Resources.pdf|ok||
09|Handouts|pdf|1. IRS Tips to Take the Stress out of Tax Season|Parts/Teaching Materials/Workshop 9/Handouts/1. IRS Tips to Take the Stress out of Tax Season.pdf|ok||
09|Handouts|pdf|2. IRS Free File|Parts/Teaching Materials/Workshop 9/Handouts/2. IRS Free File.pdf|ok||
09|Handouts|pdf|3. 6 Steps for First Time Tax Filers|Parts/Teaching Materials/Workshop 9/Handouts/3. 6 Steps for First-Time Tax Filers.pdf|ok||
09|Handouts|pdf|4. The Three Basic Tax Types|Parts/Teaching Materials/Workshop 9/Handouts/4. The Three Basic Tax Types.pdf|ok||
09|Handouts|pdf|5. Credits & Deductions|Parts/Teaching Materials/Workshop 9/Handouts/5. Credits & Deductions.pdf|ok||
09|Handouts|pdf|6. Common Tax Write Offs You Can Claim|Parts/Teaching Materials/Workshop 9/Handouts/6. Common Tax Write-Offs You Can Claim.pdf|ok||
09|Handouts|pdf|Who Qualifies for the Earned Income Tax Credit (EITC) Internal Revenue Service|Parts/Teaching Materials/Workshop 9/Handouts/Who Qualifies for the Earned Income Tax Credit (EITC) _ Internal Revenue Service.pdf|ok||
09|Core_Resources|pptx|Money Basics PPT Workshop 9|Parts/Teaching Materials/Workshop 9/Money Basics PPT Workshop 9.pptx|ok||
09|Additional_Resources|docx|1. What to Know About How to File Taxes|Parts/Teaching Materials/Workshop 9/Resources/1. What to Know About How to File Taxes.docx|ok||
09|Additional_Resources|pdf|1. What to Know About How to File Taxes|Parts/Teaching Materials/Workshop 9/Resources/1. What to Know About How to File Taxes.pdf|ok||
09|Additional_Resources|docx|2. How to Cope with Tax Season Stress|Parts/Teaching Materials/Workshop 9/Resources/2. How to Cope with Tax Season Stress.docx|ok||
09|Additional_Resources|pdf|2. How to Cope with Tax Season Stress|Parts/Teaching Materials/Workshop 9/Resources/2. How to Cope with Tax Season Stress.pdf|ok||
09|Additional_Resources|pdf|3. How to File Your Taxes|Parts/Teaching Materials/Workshop 9/Resources/3. How to File Your Taxes.pdf|ok||
09|Additional_Resources|pdf|4. Tax Basics|Parts/Teaching Materials/Workshop 9/Resources/4. Tax Basics.pdf|ok||
09|Additional_Resources|pdf|5. Why We Pay Taxes|Parts/Teaching Materials/Workshop 9/Resources/5. Why We Pay Taxes.pdf|ok||
09|Additional_Resources|docx|6. Regressive Vs. Progressive Taxes|Parts/Teaching Materials/Workshop 9/Resources/6. Regressive Vs. Progressive Taxes.docx|ok||
09|Additional_Resources|pdf|6. Regressive Vs. Progressive Taxes|Parts/Teaching Materials/Workshop 9/Resources/6. Regressive Vs. Progressive Taxes.pdf|ok||
09|Additional_Resources|pdf|7. Federal Tax Revenue|Parts/Teaching Materials/Workshop 9/Resources/7. Federal Tax Revenue.pdf|ok||
09|Additional_Resources|pdf|Form 1040|Parts/Teaching Materials/Workshop 9/Resources/Form 1040.pdf|ok||
09|Additional_Resources|docx|Workshop 9 Additional Resources|Parts/Teaching Materials/Workshop 9/Resources/Workshop 9 Additional Resources.docx|ok||
09|Additional_Resources|pdf|Workshop 9 Additional Resources|Parts/Teaching Materials/Workshop 9/Resources/Workshop 9 Additional Resources.pdf|ok||
00||docx|MB FTS 0|Whole/Module 0/MB_FTS_ 0.docx|review||missing_bucket
01||pdf|Creating Community Agreements|Whole/Module 1/Course Introduction/Creating Community Agreements.pdf|review||missing_bucket
01||pdf|Developing Community Agreements|Whole/Module 1/Course Introduction/Developing Community Agreements.pdf|review||missing_bucket
01||pdf|Trauma Informed Care in the Classroom|Whole/Module 1/Course Introduction/Trauma-Informed-Care-in-the-Classroom.pdf|review||missing_bucket
01||pdf|Workshop 01 Introduction|Whole/Module 1/Course Introduction/Workshop 01 - Introduction.pdf|review||missing_bucket
01||docx|MB FTS 1|Whole/Module 1/MB_FTS_ 1.docx|review||missing_bucket
01||pdf|Money Basics PPT Workshop 1|Whole/Module 1/Money Basics PPT Workshop 1.pdf|review||missing_bucket
01|Core_Resources|pptx|Money Basics PPT Workshop 1|Whole/Module 1/Money Basics PPT Workshop 1.pptx|ok||
01||pptx|OR WorkSystemsPresentation 20211006|Whole/Module 1/OR_WorkSystemsPresentation_20211006.pptx|review||missing_bucket
01||pdf|W1 FG copy|Whole/Module 1/SG:FG/W1_FG copy.pdf|review||missing_bucket
01||pdf|W1 FG|Whole/Module 1/SG:FG/W1_FG.pdf|review||missing_bucket
01||pdf|W1 SG|Whole/Module 1/SG:FG/W1_SG.pdf|review||missing_bucket
01||jpg|2 768x512|Whole/Module 1/Visuals/2-768x512.jpg|review||missing_bucket
01||png|Wheel of Privilege and Power|Whole/Module 1/Visuals/Wheel of Privilege and Power.png|review||missing_bucket
01||jpg|equity apple tree 1024x575|Whole/Module 1/Visuals/equity-apple-tree-1024x575.jpg|review||missing_bucket
01||html|poverty intersectionality privilege excerpt|Whole/Module 1/Visuals/poverty_intersectionality_privilege_excerpt.html|review||missing_bucket
01||png|workshop packet image|Whole/Module 1/Visuals/workshop packet image.png|review||missing_bucket
01||pdf|1. Poverty and Hunger in America|Whole/Module 1/WS1 Handouts/1. Poverty and Hunger in America.pdf|review||missing_bucket
01||pdf|2. Steps Toward Financial Resilience|Whole/Module 1/WS1 Handouts/2. Steps Toward Financial Resilience.pdf|review||missing_bucket
01||pdf|3. Poverty and Intersectionality in Oregon|Whole/Module 1/WS1 Handouts/3. Poverty and Intersectionality in Oregon.pdf|review||missing_bucket
01||pdf|4. Hidden Rules Among Classes|Whole/Module 1/WS1 Handouts/4. Hidden Rules Among Classes.pdf|review||missing_bucket
01||pdf|5. How Poverty is Measured in the US|Whole/Module 1/WS1 Handouts/5. How Poverty is Measured in the US.pdf|review||missing_bucket
01||pdf|6. The American Dream of upward mobility is broken|Whole/Module 1/WS1 Handouts/6. The _American Dream_ of upward mobility is broken.pdf|review||missing_bucket
01||pdf|7. White Privilege Invisible Knapsack|Whole/Module 1/WS1 Handouts/7. White Privilege Invisible Knapsack.pdf|review||missing_bucket
01||pdf|Financial Literacy & African Americans Bridging the Gap|Whole/Module 1/WS1 Handouts/Financial Literacy & African Americans_ Bridging the Gap.pdf|review||missing_bucket
01||pdf|SSS BudgetWorksheet 052023|Whole/Module 1/WS1 Handouts/SSS_BudgetWorksheet_052023.pdf|review||missing_bucket
01||pdf|Workshop 1 Worksheets (extra)|Whole/Module 1/WS1 Handouts/Workshop 1 Worksheets (extra).pdf|review||missing_bucket
01||pdf|Workshop 1 Worksheets|Whole/Module 1/WS1 Handouts/Workshop 1 Worksheets.pdf|review||missing_bucket
01||pdf|12. FAQs on Problem Gambling|Whole/Module 1/WS1 Resources/12. FAQs on Problem Gambling.pdf|review||missing_bucket
01||pdf|13. Financial Toolkit for Problem Gamblers|Whole/Module 1/WS1 Resources/13. Financial Toolkit for Problem Gamblers.pdf|review||missing_bucket
01||pdf|14. Financial Strategies for Loved Ones of Gamblers|Whole/Module 1/WS1 Resources/14. Financial Strategies for Loved Ones of Gamblers.pdf|review||missing_bucket
01||pdf|16. Supplemental Poverty Measure|Whole/Module 1/WS1 Resources/16. Supplemental Poverty Measure.pdf|review||missing_bucket
01||pdf|1. Tips for Managing Money When You Live With Mental Health Challenges|Whole/Module 1/WS1 Resources/Behavioral Health and Mindfulness/1. Tips for Managing Money When You Live With Mental Health Challenges.pdf|review||missing_bucket
01||pdf|2. How to Practice Mindfulness on a Budget|Whole/Module 1/WS1 Resources/Behavioral Health and Mindfulness/2. How to Practice Mindfulness on a Budget.pdf|review||missing_bucket
01||pdf|3. How to Reduce Financial Stress|Whole/Module 1/WS1 Resources/Behavioral Health and Mindfulness/3. How to Reduce Financial Stress.pdf|review||missing_bucket
01||pdf|10. Brief History of Race, Racism & Colonialism|Whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/10. Brief History of Race, Racism & Colonialism.pdf|review||missing_bucket
01||pdf|11. Unaffordable America. Poverty, Housing and Eviction|Whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/11. Unaffordable America. Poverty, Housing and Eviction.pdf|review||missing_bucket
01||pdf|15. Dismantling the Poverty Trap Article|Whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/15. Dismantling the Poverty Trap Article.pdf|review||missing_bucket
01||pdf|4. Income Inequality in America|Whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/4. Income Inequality in America.pdf|review||missing_bucket
